order_id,timestamp,day_of_week,hour,weather,is_outlier_event,is_finals_week,is_pre_finals,is_quarter_start,group_size,personality_type,category,drink_name,base,liquid,latte_flavor,size,milk,syrup,extra_shot,extra_hot,cold_foam,whipped_cream,iced,food_pairing,soft_serve_active,prep_time_sec,cleaning_time_sec,total_service_time
35,2026-01-02 08:02:00,Friday,8,rainy,0,0,0,0,2,chill_studious,latte,chai_latte,,,chai,grande,almond,chai,0,0,1,0,1,0,0,90,25,115
36,2026-01-02 21:14:00,Friday,21,rainy,0,0,0,0,3,chill_studious,tea,peach_green_tea,,,,grande,almond,none,0,0,0,0,0,1,0,25,5,30
37,2026-01-02 10:54:00,Friday,10,rainy,0,0,0,0,3,chill_studious,coffee,iced_coffee,,,,venti,whole,caramel,0,0,0,0,1,0,0,20,5,25
38,2026-01-02 10:00:00,Friday,10,rainy,0,0,0,0,3,moody_intense,coffee,cold_brew,,,,tall,none,none,1,1,0,0,1,1,0,20,5,25
39,2026-01-02 08:47:00,Friday,8,rainy,0,0,0,0,1,sunny_social,latte,vanilla_latte,,,vanilla,grande,oat,vanilla,0,0,1,0,0,0,0,90,25,115
40,2026-01-02 08:16:00,Friday,8,rainy,0,0,0,0,1,chill_studious,espresso,cappuccino,,,,grande,whole,cinnamon_dolce,0,0,0,0,1,0,0,45,10,55
41,2026-01-02 19:41:00,Friday,19,rainy,0,0,0,0,3,chill_studious,latte,chai_latte,,,chai,venti,whole,chai,0,0,0,0,1,1,0,90,25,115
42,2026-01-02 18:34:00,Friday,18,rainy,0,0,0,0,2,chill_studious,tea,earl_grey_tea,,,,venti,none,none,0,0,0,0,1,0,0,25,5,30
43,2026-01-02 18:36:00,Friday,18,rainy,0,0,0,0,1,sunny_social,food,cake_pop,,,,venti,oat,hazelnut,0,0,0,0,1,0,0,10,0,10
44,2026-01-02 19:20:00,Friday,19,rainy,0,0,0,0,1,sunny_social,refresher,pineapple_passionfruit_water,pineapple_passionfruit,water,,venti,oat,toffee_nut,0,0,0,0,1,1,0,40,25,65
45,2026-01-02 14:25:00,Friday,14,rainy,0,0,0,0,1,moody_intense,latte,sugar_cookie_latte,,,sugar_cookie,tall,whole,sugar_cookie,1,1,1,0,0,0,0,90,25,115
46,2026-01-02 09:37:00,Friday,9,rainy,0,0,0,0,4,cozy_comfort,latte,chai_latte,,,chai,venti,whole,chai,0,0,1,0,1,1,0,90,25,115
47,2026-01-02 10:54:00,Friday,10,rainy,0,0,0,0,1,cozy_comfort,latte,vanilla_latte,,,vanilla,tall,almond,vanilla,0,0,0,0,0,0,0,90,25,115
48,2026-01-02 15:40:00,Friday,15,rainy,0,0,0,0,3,chill_studious,food,banana_bread,,,,venti,whole,cinnamon_dolce,0,0,0,0,0,0,0,10,0,10
49,2026-01-02 08:08:00,Friday,8,rainy,0,0,0,0,1,sunny_social,refresher,strawberry_acai_lemonade,strawberry_acai,lemonade,,grande,oat,toffee_nut,0,0,0,0,1,1,0,40,25,65
50,2026-01-02 19:17:00,Friday,19,rainy,0,0,0,0,2,sunny_social,refresher,dragonfruit_water,dragonfruit,water,,venti,oat,toffee_nut,0,0,0,0,1,0,0,40,25,65
51,2026-01-02 15:31:00,Friday,15,rainy,0,0,0,0,2,chill_studious,refresher,strawberry_acai_water,strawberry_acai,water,,venti,almond,sugar_free_vanilla,0,0,0,0,1,0,0,40,25,65
52,2026-01-02 11:37:00,Friday,11,rainy,0,0,0,0,1,rushed_professional,coffee,drip_coffee,,,,tall,none,none,0,0,0,0,0,0,0,20,5,25
53,2026-01-02 08:46:00,Friday,8,rainy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,0,0,0,0,0,0,45,10,55
54,2026-01-02 16:05:00,Friday,16,rainy,0,0,0,0,2,chill_studious,refresher,dragonfruit_coconut_milk,dragonfruit,coconut_milk,,grande,almond,caramel,0,0,0,0,1,0,0,40,25,65
55,2026-01-02 08:42:00,Friday,8,rainy,0,0,0,0,2,adventurous,espresso,caramel_macchiato,,,,venti,whole,brown_sugar,0,0,0,0,0,0,0,45,10,55
56,2026-01-02 08:38:00,Friday,8,rainy,0,0,0,0,1,sunny_social,espresso,brown_sugar_shaken_espresso,,,,grande,oat,hazelnut,0,0,0,0,1,0,0,45,10,55
57,2026-01-02 10:02:00,Friday,10,rainy,0,0,0,0,1,adventurous,espresso,espresso_shot,,,,tall,none,none,0,0,0,0,0,0,0,45,10,55
58,2026-01-02 18:29:00,Friday,18,rainy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,0,0,0,0,0,0,45,10,55
59,2026-01-02 09:31:00,Friday,9,rainy,0,0,0,0,1,moody_intense,latte,matcha_latte,,,matcha,grande,whole,matcha,0,1,1,0,0,0,0,90,25,115
60,2026-01-02 08:43:00,Friday,8,rainy,0,0,0,0,2,adventurous,espresso,cappuccino,,,,venti,oat,hazelnut,0,0,0,0,1,0,0,45,10,55
61,2026-01-02 08:03:00,Friday,8,rainy,0,0,0,0,1,sunny_social,refresher,strawberry_acai_coconut_milk,strawberry_acai,coconut_milk,,grande,whole,hazelnut,0,0,0,0,1,0,0,40,25,65
62,2026-01-02 16:37:00,Friday,16,rainy,0,0,0,0,1,rushed_professional,espresso,flat_white,,,,tall,almond,brown_sugar,1,0,0,0,0,0,0,45,10,55
63,2026-01-02 08:46:00,Friday,8,rainy,0,0,0,0,1,moody_intense,espresso,cortado,,,,tall,none,none,1,1,0,0,0,1,0,45,10,55
64,2026-01-02 14:53:00,Friday,14,rainy,0,0,0,0,1,chill_studious,refresher,dragonfruit_water,dragonfruit,water,,venti,whole,hazelnut,0,0,0,0,1,1,0,40,25,65
65,2026-01-02 09:49:00,Friday,9,rainy,0,0,0,0,1,sunny_social,latte,caramel_brule_latte,,,caramel_brule,tall,oat,caramel_brule,0,0,0,0,1,0,0,90,25,115
66,2026-01-02 16:00:00,Friday,16,rainy,0,0,0,0,1,chill_studious,food,muffin,,,,tall,almond,cinnamon_dolce,0,0,0,0,1,0,0,10,0,10
67,2026-01-02 10:34:00,Friday,10,rainy,0,0,0,0,1,chill_studious,coffee,drip_coffee,,,,venti,none,none,0,0,0,0,1,0,0,20,5,25
68,2026-01-02 09:05:00,Friday,9,rainy,0,0,0,0,1,cozy_comfort,latte,vanilla_latte,,,vanilla,grande,whole,vanilla,0,0,1,0,1,0,0,90,25,115
69,2026-01-02 09:26:00,Friday,9,rainy,0,0,0,0,2,rushed_professional,coffee,cold_brew,,,,grande,none,sugar_free_vanilla,1,0,0,0,0,0,0,20,5,25
70,2026-01-02 19:02:00,Friday,19,rainy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,1,0,0,0,0,0,45,10,55
71,2026-01-03 09:50:00,Saturday,9,cloudy,0,0,0,0,2,sunny_social,latte,vanilla_latte,,,vanilla,grande,oat,vanilla,0,0,1,0,1,0,0,90,25,115
72,2026-01-03 18:36:00,Saturday,18,cloudy,0,0,0,0,2,sunny_social,refresher,dragonfruit_lemonade,dragonfruit,lemonade,,venti,almond,sugar_free_vanilla,0,0,0,0,1,0,0,40,25,65
73,2026-01-03 18:38:00,Saturday,18,cloudy,0,0,0,0,1,rushed_professional,espresso,americano,,,,grande,none,none,0,0,0,0,0,1,0,45,10,55
74,2026-01-03 09:13:00,Saturday,9,cloudy,0,0,0,0,2,rushed_professional,latte,chai_latte,,,chai,grande,oat,chai,0,0,1,0,0,1,0,90,25,115
75,2026-01-03 16:29:00,Saturday,16,cloudy,0,0,0,0,1,sunny_social,refresher,pineapple_passionfruit_coconut_milk,pineapple_passionfruit,coconut_milk,,venti,oat,brown_sugar,0,0,0,0,1,0,0,40,25,65
76,2026-01-03 18:35:00,Saturday,18,cloudy,0,0,0,0,2,cozy_comfort,hot_special,peppermint_mocha,,,,venti,whole,toffee_nut,0,0,0,1,0,1,0,70,15,85
77,2026-01-03 16:15:00,Saturday,16,cloudy,0,0,0,0,1,sunny_social,refresher,strawberry_acai_water,strawberry_acai,water,,venti,whole,hazelnut,0,0,0,0,1,0,0,40,25,65
78,2026-01-03 09:42:00,Saturday,9,cloudy,0,0,0,0,1,chill_studious,espresso,brown_sugar_shaken_espresso,,,,grande,oat,toffee_nut,0,0,0,0,0,0,0,45,10,55
79,2026-01-03 08:11:00,Saturday,8,cloudy,0,0,0,0,1,rushed_professional,espresso,americano,,,,tall,none,none,0,0,0,0,0,0,0,45,10,55
80,2026-01-03 19:20:00,Saturday,19,cloudy,0,0,0,0,2,rushed_professional,espresso,americano,,,,venti,none,none,1,0,0,0,1,0,0,45,10,55
81,2026-01-03 18:02:00,Saturday,18,cloudy,0,0,0,0,4,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,0,45,10,55
82,2026-01-03 16:21:00,Saturday,16,cloudy,0,0,0,0,1,cozy_comfort,latte,vanilla_latte,,,vanilla,grande,almond,vanilla,0,0,1,0,1,0,0,90,25,115
83,2026-01-03 18:57:00,Saturday,18,cloudy,0,0,0,0,1,chill_studious,latte,chai_latte,,,chai,tall,whole,chai,0,0,1,0,0,0,0,90,25,115
84,2026-01-03 15:28:00,Saturday,15,cloudy,0,0,0,0,1,rushed_professional,espresso,flat_white,,,,grande,oat,caramel,0,0,0,0,1,0,0,45,10,55
85,2026-01-03 17:23:00,Saturday,17,cloudy,0,0,0,0,3,chill_studious,coffee,cold_brew,,,,venti,none,caramel,0,0,0,0,0,1,0,20,5,25
86,2026-01-03 17:02:00,Saturday,17,cloudy,0,0,0,0,1,sunny_social,refresher,pineapple_passionfruit_water,pineapple_passionfruit,water,,grande,oat,caramel,0,0,0,0,1,0,0,40,25,65
87,2026-01-03 09:33:00,Saturday,9,cloudy,0,0,0,0,1,moody_intense,espresso,americano,,,,tall,none,none,1,0,0,0,0,0,0,45,10,55
88,2026-01-03 08:09:00,Saturday,8,cloudy,0,0,0,0,1,chill_studious,latte,pumpkin_spice_latte,,,pumpkin_spice,grande,whole,pumpkin_spice,0,0,0,0,1,0,0,90,25,115
89,2026-01-03 09:05:00,Saturday,9,cloudy,0,0,0,0,3,chill_studious,coffee,pour_over,,,,venti,none,none,0,0,0,0,0,1,0,20,5,25
90,2026-01-03 12:17:00,Saturday,12,cloudy,0,0,0,0,1,chill_studious,coffee,iced_coffee,,,,grande,oat,brown_sugar,0,0,0,0,1,0,0,20,5,25
91,2026-01-03 18:44:00,Saturday,18,cloudy,0,0,0,0,1,rushed_professional,coffee,iced_coffee,,,,venti,whole,brown_sugar,1,0,0,0,1,0,0,20,5,25
92,2026-01-03 18:46:00,Saturday,18,cloudy,0,0,0,0,2,chill_studious,latte,sugar_cookie_latte,,,sugar_cookie,grande,oat,sugar_cookie,0,0,0,0,1,0,0,90,25,115
93,2026-01-03 09:38:00,Saturday,9,cloudy,0,0,0,0,1,chill_studious,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,0,45,10,55
94,2026-01-03 17:53:00,Saturday,17,cloudy,0,0,0,0,1,chill_studious,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,venti,whole,none,0,0,0,0,1,0,0,40,25,65
95,2026-01-03 09:37:00,Saturday,9,cloudy,0,0,0,0,1,rushed_professional,espresso,americano,,,,tall,none,none,1,0,0,0,1,0,0,45,10,55
96,2026-01-03 10:37:00,Saturday,10,cloudy,0,0,0,0,1,cozy_comfort,tea,chamomile_tea,,,,tall,none,none,0,0,0,0,0,0,0,25,5,30
97,2026-01-03 08:47:00,Saturday,8,cloudy,0,0,0,0,2,chill_studious,espresso,cappuccino,,,,venti,oat,sugar_free_vanilla,0,0,0,0,0,0,0,45,10,55
98,2026-01-03 09:17:00,Saturday,9,cloudy,0,0,0,0,1,cozy_comfort,hot_special,hot_chocolate,,,,grande,whole,none,0,0,0,1,0,1,0,70,15,85
99,2026-01-03 19:12:00,Saturday,19,cloudy,0,0,0,0,1,cozy_comfort,latte,latte,,,none,tall,oat,none,0,0,0,0,1,0,0,90,25,115
100,2026-01-03 09:59:00,Saturday,9,cloudy,0,0,0,0,1,chill_studious,coffee,pour_over,,,,tall,none,none,0,0,0,0,1,0,0,20,5,25
101,2026-01-03 18:40:00,Saturday,18,cloudy,0,0,0,0,2,moody_intense,espresso,americano,,,,tall,none,none,1,0,0,0,1,0,0,45,10,55
102,2026-01-03 18:57:00,Saturday,18,cloudy,0,0,0,0,1,adventurous,refresher,pineapple_passionfruit_water,pineapple_passionfruit,water,,venti,whole,sugar_free_vanilla,0,0,0,0,1,0,0,40,25,65
103,2026-01-03 08:11:00,Saturday,8,cloudy,0,0,0,0,1,chill_studious,latte,irish_cream_latte,,,irish_cream,grande,oat,irish_cream,0,0,0,0,1,0,0,90,25,115
104,2026-01-03 19:49:00,Saturday,19,cloudy,0,0,0,0,2,rushed_professional,espresso,flat_white,,,,venti,oat,caramel,0,0,0,0,0,1,0,45,10,55
105,2026-01-03 16:32:00,Saturday,16,cloudy,0,0,0,0,1,rushed_professional,espresso,cappuccino,,,,grande,whole,hazelnut,0,0,0,0,1,0,0,45,10,55
106,2026-01-03 08:24:00,Saturday,8,cloudy,0,0,0,0,1,sunny_social,latte,matcha_latte,,,matcha,tall,oat,matcha,0,0,1,0,1,0,0,90,25,115
107,2026-01-03 19:38:00,Saturday,19,cloudy,0,0,0,0,2,rushed_professional,coffee,drip_coffee,,,,venti,none,none,1,0,0,0,0,0,0,20,5,25
108,2026-01-03 07:45:00,Saturday,7,cloudy,0,0,0,0,2,chill_studious,coffee,iced_coffee,,,,grande,whole,cinnamon_dolce,0,0,0,0,1,0,0,20,5,25
109,2026-01-03 10:07:00,Saturday,10,cloudy,0,0,0,0,2,moody_intense,latte,latte,,,none,tall,whole,none,1,1,0,0,1,0,0,90,25,115
110,2026-01-03 18:03:00,Saturday,18,cloudy,0,0,0,0,1,chill_studious,tea,passion_tango_tea,,,,venti,whole,none,0,0,0,0,0,1,0,25,5,30
111,2026-01-03 09:05:00,Saturday,9,cloudy,0,0,0,0,1,rushed_professional,coffee,drip_coffee,,,,grande,none,none,0,0,0,0,1,0,0,20,5,25
112,2026-01-03 09:24:00,Saturday,9,cloudy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,tall,none,none,1,0,0,0,0,0,0,45,10,55
113,2026-01-03 10:51:00,Saturday,10,cloudy,0,0,0,0,1,sunny_social,espresso,brown_sugar_shaken_espresso,,,,grande,oat,cinnamon_dolce,0,0,0,0,0,0,0,45,10,55
114,2026-01-03 11:37:00,Saturday,11,cloudy,0,0,0,0,2,rushed_professional,latte,vanilla_latte,,,vanilla,grande,oat,vanilla,0,0,0,0,0,1,0,90,25,115
115,2026-01-03 18:11:00,Saturday,18,cloudy,0,0,0,0,1,moody_intense,espresso,americano,,,,grande,none,none,1,0,0,0,1,0,0,45,10,55
116,2026-01-03 09:06:00,Saturday,9,cloudy,0,0,0,0,2,moody_intense,espresso,cortado,,,,tall,none,none,0,0,0,0,0,0,0,45,10,55
117,2026-01-03 09:48:00,Saturday,9,cloudy,0,0,0,0,3,chill_studious,coffee,drip_coffee,,,,venti,none,none,0,0,0,0,0,0,0,20,5,25
118,2026-01-03 10:47:00,Saturday,10,cloudy,0,0,0,0,2,sunny_social,latte,caramel_brule_latte,,,caramel_brule,grande,whole,caramel_brule,0,0,0,0,1,0,0,90,25,115
119,2026-01-03 11:38:00,Saturday,11,cloudy,0,0,0,0,2,rushed_professional,latte,sugar_cookie_latte,,,sugar_cookie,grande,whole,sugar_cookie,1,0,0,0,0,0,0,90,25,115
120,2026-01-03 10:16:00,Saturday,10,cloudy,0,0,0,0,2,adventurous,latte,chai_latte,,,chai,venti,almond,chai,0,0,1,0,1,0,0,90,25,115
121,2026-01-03 18:35:00,Saturday,18,cloudy,0,0,0,0,3,rushed_professional,espresso,americano,,,,grande,none,none,0,0,0,0,1,0,0,45,10,55
122,2026-01-03 10:21:00,Saturday,10,cloudy,0,0,0,0,1,chill_studious,coffee,pour_over,,,,tall,none,none,0,0,0,0,0,1,0,20,5,25
123,2026-01-03 10:40:00,Saturday,10,cloudy,0,0,0,0,2,cozy_comfort,latte,vanilla_latte,,,vanilla,grande,almond,vanilla,0,0,1,0,0,1,0,90,25,115
124,2026-01-03 08:10:00,Saturday,8,cloudy,0,0,0,0,3,chill_studious,espresso,cappuccino,,,,venti,whole,cinnamon_dolce,0,0,0,0,0,0,0,45,10,55
125,2026-01-03 07:15:00,Saturday,7,cloudy,0,0,0,0,1,sunny_social,refresher,dragonfruit_water,dragonfruit,water,,venti,oat,vanilla,0,0,0,0,1,1,0,40,25,65
126,2026-01-03 10:15:00,Saturday,10,cloudy,0,0,0,0,1,chill_studious,espresso,brown_sugar_shaken_espresso,,,,venti,oat,caramel,0,0,0,0,1,0,0,45,10,55
127,2026-01-03 16:25:00,Saturday,16,cloudy,0,0,0,0,1,sunny_social,refresher,strawberry_acai_coconut_milk,strawberry_acai,coconut_milk,,venti,whole,brown_sugar,0,0,0,0,1,1,0,40,25,65
128,2026-01-03 10:57:00,Saturday,10,cloudy,0,0,0,0,2,sunny_social,espresso,flat_white,,,,grande,whole,caramel,0,0,0,0,1,0,0,45,10,55
129,2026-01-03 16:27:00,Saturday,16,cloudy,0,0,0,0,1,moody_intense,espresso,cortado,,,,tall,none,none,1,1,0,0,0,0,0,45,10,55
130,2026-01-03 10:59:00,Saturday,10,cloudy,0,0,0,0,2,chill_studious,coffee,drip_coffee,,,,grande,none,none,0,0,0,0,0,1,0,20,5,25
131,2026-01-03 18:46:00,Saturday,18,cloudy,0,0,0,0,4,sunny_social,refresher,strawberry_acai_lemonade,strawberry_acai,lemonade,,grande,whole,cinnamon_dolce,0,0,0,0,1,0,0,40,25,65
132,2026-01-03 18:48:00,Saturday,18,cloudy,0,0,0,0,2,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,0,0,0,0,0,0,45,10,55
133,2026-01-03 19:08:00,Saturday,19,cloudy,0,0,0,0,1,moody_intense,latte,irish_cream_latte,,,irish_cream,grande,whole,irish_cream,1,0,1,0,0,0,0,90,25,115
134,2026-01-03 21:02:00,Saturday,21,cloudy,0,0,0,0,1,chill_studious,latte,pumpkin_spice_latte,,,pumpkin_spice,tall,oat,pumpkin_spice,0,0,1,0,0,1,0,90,25,115
135,2026-01-03 18:41:00,Saturday,18,cloudy,0,0,0,0,1,moody_intense,latte,pumpkin_spice_latte,,,pumpkin_spice,tall,whole,pumpkin_spice,1,1,1,0,1,0,0,90,25,115
136,2026-01-03 07:04:00,Saturday,7,cloudy,0,0,0,0,1,moody_intense,latte,sugar_cookie_latte,,,sugar_cookie,grande,oat,sugar_cookie,1,0,1,0,0,0,0,90,25,115
137,2026-01-03 11:32:00,Saturday,11,cloudy,0,0,0,0,2,sunny_social,refresher,dragonfruit_water,dragonfruit,water,,grande,whole,sugar_free_vanilla,0,0,0,0,1,0,0,40,25,65
138,2026-01-03 08:27:00,Saturday,8,cloudy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,tall,none,none,1,0,0,0,0,0,0,45,10,55
139,2026-01-03 13:46:00,Saturday,13,cloudy,0,0,0,0,1,cozy_comfort,food,muffin,,,,tall,almond,sugar_free_vanilla,0,0,0,0,1,0,0,10,0,10
140,2026-01-03 08:00:00,Saturday,8,cloudy,0,0,0,0,2,cozy_comfort,tea,english_breakfast_tea,,,,grande,none,none,0,0,0,0,1,1,0,25,5,30
141,2026-01-03 19:17:00,Saturday,19,cloudy,0,0,0,0,2,chill_studious,tea,iced_black_tea,,,,grande,none,none,0,0,0,0,1,1,0,25,5,30
142,2026-01-03 19:31:00,Saturday,19,cloudy,0,0,0,0,3,sunny_social,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,venti,almond,caramel,0,0,0,0,1,0,0,40,25,65
143,2026-01-03 19:25:00,Saturday,19,cloudy,0,0,0,0,2,chill_studious,latte,hazelnut_latte,,,hazelnut,grande,whole,hazelnut,0,0,1,0,0,0,0,90,25,115
144,2026-01-03 14:06:00,Saturday,14,cloudy,0,0,0,0,2,chill_studious,food,cookie,,,,grande,whole,brown_sugar,0,0,0,0,0,1,0,10,0,10
145,2026-01-03 13:43:00,Saturday,13,cloudy,0,0,0,0,1,chill_studious,latte,irish_cream_latte,,,irish_cream,venti,almond,irish_cream,0,0,1,0,1,1,0,90,25,115
146,2026-01-03 16:05:00,Saturday,16,cloudy,0,0,0,0,1,chill_studious,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,grande,whole,caramel,0,0,0,0,1,1,0,40,25,65
147,2026-01-03 10:18:00,Saturday,10,cloudy,0,0,0,0,4,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,0,0,0,45,10,55
148,2026-01-03 09:18:00,Saturday,9,cloudy,0,0,0,0,1,chill_studious,coffee,iced_coffee,,,,tall,almond,vanilla,0,0,0,0,1,0,0,20,5,25
149,2026-01-03 14:33:00,Saturday,14,cloudy,0,0,0,0,2,sunny_social,latte,matcha_latte,,,matcha,grande,oat,matcha,0,0,1,0,0,0,0,90,25,115
150,2026-01-03 21:02:00,Saturday,21,cloudy,0,0,0,0,1,adventurous,latte,irish_cream_latte,,,irish_cream,tall,almond,irish_cream,0,0,0,0,1,0,0,90,25,115
151,2026-01-03 08:14:00,Saturday,8,cloudy,0,0,0,0,2,chill_studious,coffee,drip_coffee,,,,venti,none,none,0,0,0,0,0,1,0,20,5,25
